location_id,country,region,state,city,postal_code
LOC00566,United States,East,Massachusetts,Cambridge,2138
LOC00567,United States,Central,Illinois,Palatine,60067
LOC00568,United States,East,Massachusetts,Beverly,1915
LOC00569,United States,West,Oregon,Eugene,97405
LOC00570,United States,West,California,Oxnard,93030
LOC00571,United States,West,Washington,Renton,98059
LOC00572,United States,Central,Illinois,Glenview,60025
LOC00573,United States,South,Florida,Delray Beach,33445
LOC00574,United States,West,Colorado,Commerce City,80022
LOC00575,United States,Central,Texas,Texas City,77590
LOC00576,United States,South,North Carolina,Wilson,27893
LOC00577,United States,West,New Mexico,Rio Rancho,87124
LOC00578,United States,South,North Carolina,Goldsboro,27534
LOC00579,United States,West,Washington,Everett,98208
LOC00580,United States,West,California,Montebello,90640
LOC00581,United States,West,California,El Cajon,92020
LOC00582,United States,Central,Texas,Beaumont,77705
LOC00583,United States,South,Florida,West Palm Beach,33407
LOC00584,United States,Central,Texas,Abilene,79605
LOC00585,United States,Central,Illinois,Normal,61761
LOC00586,United States,Central,Missouri,Saint Charles,63301
LOC00587,United States,Central,Illinois,Saint Charles,60174
LOC00588,United States,West,California,Camarillo,93010
LOC00589,United States,West,Oregon,Hillsboro,97123
LOC00590,United States,West,California,Burbank,91505
LOC00591,United States,West,California,Modesto,95351
LOC00592,United States,Central,Kansas,Garden City,67846
LOC00593,United States,East,New Jersey,Atlantic City,8401
LOC00594,United States,West,Colorado,Longmont,80501
LOC00595,United States,West,California,Davis,95616
LOC00596,United States,East,West Virginia,Wheeling,26003
LOC00597,United States,West,California,Morgan Hill,95037
LOC00598,United States,East,New Jersey,Clifton,7011
LOC00599,United States,Central,Wisconsin,Sheboygan,53081
LOC00600,United States,South,Georgia,East Point,30344
LOC00601,United States,Central,South Dakota,Rapid City,57701
LOC00602,United States,East,Massachusetts,Andover,1810
LOC00603,United States,South,Florida,Kissimmee,34741
LOC00604,United States,East,Connecticut,Shelton,6484
LOC00605,United States,East,Connecticut,Danbury,6810
LOC00606,United States,Central,Iowa,Marion,52302
LOC00607,United States,South,Florida,Sanford,32771
LOC00608,United States,Central,Texas,San Marcos,78666
LOC00609,United States,West,Colorado,Greeley,80634
LOC00610,United States,Central,Texas,Mansfield,76063
LOC00611,United States,East,Ohio,Elyria,44035
LOC00612,United States,West,Idaho,Twin Falls,83301
LOC00613,United States,South,Florida,Coral Gables,33134
LOC00614,United States,Central,Illinois,Romeoville,60441
LOC00615,United States,East,Massachusetts,Marlborough,1752
LOC00616,United States,East,Maryland,Laurel,20707
LOC00617,United States,Central,Texas,Bryan,77803
LOC00618,United States,South,Arkansas,Pine Bluff,71603
LOC00619,United States,Central,South Dakota,Aberdeen,57401
LOC00620,United States,East,Maryland,Hagerstown,21740
LOC00621,United States,East,New Jersey,East Orange,7017
LOC00622,United States,Central,Illinois,Arlington Heights,60004
LOC00623,United States,Central,Illinois,Oswego,60543
LOC00624,United States,Central,Minnesota,Coon Rapids,55433
LOC00625,United States,West,California,San Clemente,92672
LOC00626,United States,West,California,Dublin,94568
LOC00627,United States,West,California,San Luis Obispo,93405
LOC00628,United States,South,Arkansas,Springdale,72762
LOC00629,United States,West,California,Lodi,95240
LOC00630,United States,Central,Texas,La Porte,77571
LOC00631,United States,East,Ohio,Mason,45040
LOC00632,United States,South,Georgia,Woodstock,30188
